RestaurantID,Cuisine,Rating,NumberOfReview
"hH8BocZ1FqiQUTMSID0i_A","Wine Bars",4,232
"LMKGYPM_IW_NCn0kJGI9kw","Cafes",3,48
"QUTSHrHw3qRZjf749VM1Yg","Italian",3.5,100
"0BzxIsoRuFvxbMPl_iH70A","American (New)",4,736
"mOoZZa6WIsgihc_TqyQcXw","Italian",3.5,325
"gTVg1OTkZ_uCVZ12XPbi1Q","Wine Bars",4,84
"zDkwJeNcNU251vmi2EeANg","Australian",4,73
"s4_ruNWE136n8awcA9oBbA","American (New)",3.5,426
"rGQIi_BaMwwWvd_J4hOO5A","Italian",4,241
"Ei4UyR1_mMFwuunv8gRUWw","Wine Bars",3.5,74
"CjI8xeqsAiUlouM6tzemfQ","Desserts",3.5,62
"Q6y8hxohtBjzbnkdyuU1zQ","Creperies",4.5,60
"ta8WXYon_VRoNZoWHfOQIQ","Wine Bars",5,56
"W4UAL78mPBHTdi8G_te9Ew","Creperies",4,165
"4iWS3_lI4S7pNnvX_ql3EQ","Wine Bars",3.5,40
"Tt9Mkrgd5Zj_ZJEeU0L7Gg","American (New)",3.5,378
"kPwydmpHg_8Tixf37DUfKw","Desserts",4,34
"3rgdWZzPpcxeAMU7PXgoKw","American (New)",4,88
"Y2ozBryp_FognnApUuzkGg","Coffee & Tea",3.5,145
"cCw_tIC__wIouyhHuDDCAA","Middle Eastern",5,3
"WHQpLvxkCK_BMtF8pIShnQ","Italian",4,773
"g_q_kRxdn2zh2oWOY_jKTQ","Wine Bars",4,143
"OHgGIQm3TLyBCi2oxgRYWg","Italian",4,62
"6tGW6KMFB1rLGInE6sB3KA","Wine Bars",4,331
"XvEz60Y0NbLxooK9AmRU8g","Italian",4,398
"XVMzBs7wGeU5BWgyBL3xyQ","Wine Bars",4,317
"Njr_f1J5Pve35OyPdBljVA","Italian",4,417
"hpz6Bl9y_BJSmP0j1Bivyg","Wine Bars",4,32
"5jPaUdIjz_5u3N1gpUbwmA","Wine Bars",4,96
"wrvIZaT5rTmk0YpIvQbvHw","American (New)",4,644
"WtDv2n_4iE61TAraKIK7Tw","Wine Bars",3,26
"lUQR6cZlHHKXOksH5xOTqA","American (Traditional)",4,319
"M6aCb7aJzIAyiNJ3c9WpMQ","Belgian",3.5,82
"khM6CxlYEY7otMW5ba0CCw","Spanish",3.5,86
"j4n3RbL7QxN5OZmEA5V1Cw","Wine Bars",4,131
"3e6BGJDY7wY8UkYtcnksUQ","Bars",4,187
"cBmZRsZmUfBg6eMPPM6ypA","Italian",4,163
"goqTQ4tOD_asC_ZJBW9l7w","Italian",4,596
"_YZ9NV9ORlK2QiqSwbF20g","Mediterranean",3.5,173
"Ev4VyCe7Qr94rrQEHO_U4g","French",4,146
"UmMANzkKokdXcnwG_zQNIA","Beer Bar",4.5,21
"UJSugMSGxB4vzBaCvmLthA","American (New)",4,108
"d1n_7ljBzE6NwjR0rlDJzA","Creperies",4,55
"fVslDZ8dGsVmcRhS0R0kFg","Spanish",4,250
"W9wDa_EB0h2p5JG6P6lyZw","Italian",3.5,311
"YE4pvo8ectzEaRYGqUgFcA","Wine Bars",3.5,238
"fjGTnLTvt64N8sk0_MZcGA","Wine Bars",4,321
"33_gzFrwKaorMCvxR7fTNg","Tea Rooms",4,279
"amboTZhPnbgBb_SLBbTMFg","French",4,1
"8ghGdEWOkGWUNeGrtdiaDQ","Bakeries",4.5,63
"3na417RPVGcr7NI6FwA0HA","Tapas Bars",4.5,142
"562aZEpTDdYKDe5hWuDyFA","Italian",4,131
"p2eGvP8uEeSAZx2v5XxNgQ","Bars",4,227
"HyiLSYD9Zppd3eAhNHp3ag","American (New)",4,158
"nF_EOBd_H1fX50iT1EIVZA","Tapas Bars",4,467
"66T7rXIZvcVg7XicY6QObg","Modern European",4.5,156
"T0aM8ULASjWhz_TqgG8rCA","Modern European",5,5
"V3USzFEGhuoXez4G2Rk11A","Italian",4,674
"6CaGhpvNWMazJZL1v_JkCA","Tapas Bars",4.5,158
"mTWlEiCUEBlxBAkIikkB1A","Italian",4,1054
"6o0ik4agLEB0mlDlkPVprA","Wine Bars",4.5,149
"yk_urU0Zz41LiTS2ZBZf1Q","Mediterranean",3.5,96
"_P7qAIG1wr_gXW3nzIq5TA","Seafood",4,905
"WCoCQQKN5jfu731pfOt1oQ","French",3.5,2
"W5j4EA1fDT3EKdXdKABG3Q","Spanish",4,280
"ji7UJ5qXCuHJ6syIflOovw","French",5,3
"cp72DAW5Ndt9T625RNsMsg","Italian",4,37
"pK_TQMe7SE_erplC9EWjUA","Italian",4.5,155
"l1EdTmBBFzxQIZDftPZeUQ","Italian",4,224
"kZIWqN41LuG3AoOIFo2RCA","Cafes",4.5,90
"AJ_XzncxDq2atPCoNGblWA","French",3,133
"xKgh4ZcjY5fTmXTvYVrsbw","Coffee & Tea",4.5,35
"cpN0ixPR2l3QFA8Uf1BhCQ","Italian",4,88
"WEhkGLKlj_5X1pq_07Syaw","Italian",4,611
"2p4hDkw_USB3Vh5v3g5sBg","Basque",4.5,59
"jva4AMX7zRkNsY3DKX9LlQ","Sushi Bars",5,11
"SF2G4QfcSV03sMCSsv5s2g","Wine Bars",4,591
"FeSynfcDT4qB2kDixHUQCA","Korean",4,841
"5q8vtNUKDhcfc_vPUVr3vg","French",3.5,2
"l6hRu596DATgmdc7gngg0A","Italian",4,134
"8uiUqUJhtszw_vdwRYh5_A","Modern European",4,40
"_bdxB20YveudeyL63chscg","Seafood",4,495
"RMokxF5UchQghesOHTqxBg","Cheese Shops",4,129
"53ZNJNrT91VgvrI0LFjLNQ","Italian",4,267
"CfCiJ6euz_s_yZo6DtE3PQ","French",2.5,42
"h9rymMeMUMOxQ9d93U0YDg","Italian",4,524
"RW_v9cm9rQZS9cSihuXfvw","American (New)",4,525
"N4V9aeManzL4PhjZX7iKKw","French",2.5,2
"TMzgYJWl_DeKaA3kGcuK8A","American (New)",4.5,327
"JwaxLqrQtYEY9a8xcfKRaQ","Polish",4,130
"PntYFpmgQjAuccjszMFbBw","Italian",3.5,148
"2uVut84nu_1J1iXRoXRMiQ","Coffee & Tea",4,160
"odX0anvOSQ_X4SXdoqJFNQ","Seafood",4,374
"DtNAMUi4jKyQS6MwFTfKqw","Wine Bars",3.5,20
"UQZmhaPAMdZabid6ccvhTg","Italian",4,277
"GAvyDral555vltKrupUcjw","Italian",3.5,280
"jzRMMDfr2xB95XM4UaijeA","Coffee & Tea",3.5,62
"2wQsfQkorp9L03vPEFAZJw","American (New)",4,472
"Xiqf_VUWZeoAo7c2kfEiXw","Lounges",4,122
"cLsrEmmm4JRN7C2N5bvKGg","Tapas_Small Plates",3.5,61
"DeiVNRCo4kw5XUsHbXFkUg","Steakhouses",4,143
"hDgpiXE5_d4Is1sJ5kUBQg","Wine Bars",4,674
"Lw044EfH1h3XhUhri3ExfA","American (New)",4,365
"OUzTKc5YcCPOPG5e8Di67g","Tapas Bars",4,706
"Fuk7jDI2XAcvHxqau5rKWA","Italian",4,268
"1htK0vS5FAHaXXtpAQperQ","Pizza",4,213
"onw1lGksWck5Hhe_isyFYQ","Champagne Bars",3.5,27
"AIFWQIQR51YopTHOShIVBA","Bakeries",4.5,151
"0WjxE8_KSd2bUFUA4WSn9A","Argentine",4,152
"E2zKMwHhz4__dyplQ7gf8A","Italian",3.5,468
"s4FX5HfMZw4yLd2Ik52jvw","French",4.5,81
"enim64oIAeW9sxgc_1opXQ","French",3.5,123
"pxtno4adrYTjyQsxngTj9A","Italian",4,577
"B8yFj4qt_HgMCbF5S_GkgA","Creperies",4,3
"fPGQCIro68M6xHu1tmdfpA","Wine Bars",4.5,160
"yMl8P4RIUWeGDaKZu9iEzA","Brasseries",3,24
"xTWpl9DgIkkr5B8h8_xUpA","Mediterranean",4.5,140
"oLg2HxLYChgvMRTK5ZSdKQ","Wine Bars",4,151
"ghzJoyW2FcEzWoXCMx95zQ","Desserts",4,53
"kctef59qqlzJNqAc1ZGEvg","Steakhouses",4,705
"AAQDZdKhtcX7otmOfOF9nw","Pizza",4,520
"DxeD4Jw3gsImI_olCOB0bA","Coffee & Tea",4,66
"ECGc8wvKkfczCG0jsDOW1w","Modern European",4,13
"Om3bGjj6f4t2b2in7vwikA","French",2,1
"ZM4QmiIyInegLg0eOZibpA","Creperies",3.5,193
"OMv26_R8kaek1G7_QhBPkg","Steakhouses",3.5,339
"AkRdoWYv2QmsXD9LSWl2zw","Diners",4,228
"upJ9H46PS9mikHto0BNLDA","Greek",3.5,67
"855mJPqW_Z8NbN_IagOhRQ","Korean",4,655
"B9LiH5wakBJFZ0ThiYj9sQ","Desserts",3.5,53
"EBK0OkVMBg_n_KxAU_4DZg","Pizza",4.5,287
"E5rmVdrCn_0uwD2M9nkXdw","Wine Bars",4.5,159
"0lMLRsJZSh2Uh1Eo0YrMPA","Creperies",4,550
"X9m0Z_fNmW26MgIMqTa8Ng","Venues & Event Spaces",4,43
"vBg0q84nTn0IJH7fJbE4ow","Wine Bars",4.5,52
"tHnrFRbx8cnMfjfCIFzRKA","Belgian",3.5,334
"x_53zwkCxlSuI4nih4YZ1g","Whiskey Bars",4,236
"4A_fIcsZmWPwk4k2i6BhAQ","American (New)",3.5,60
"JL_p_OHtSEYVfoeLQQgqDA","Wine Bars",4,834
"vVNugWNZcWOfpENqrI2dUQ","French",3,66
"L1_kCOpbroRGZaFqB3TTIA","American (New)",4,68
"2BRJP7YeiNuWSwyn2TdAoA","Modern European",4,369
"IkQGg0Tihg6cxUZcq9dtnQ","Japanese",4,350
"CYD5pyn9iXAtpbXClYxvlQ","French",3.5,52
"bOHWY14f1u8rR1t2ggmbYw","Bars",4,369
"8oIhYiTmNRuFzsEaRfzOkw","American (New)",3.5,119
"ED2I3t5rOf81cddCsLA4tw","Wine Bars",4,247
"h_qGWauoScc3tMBDBb_few","Modern European",5,6
"9BzRiWO6PSdR_l3dzCm3VA","Tapas Bars",4,377
"eBljpfHpo3m6oc5SFw_mLw","Vietnamese",4,182
"ud4_0gH8YlAExTBJoADPtw","Seafood",4,474
"DhBhEWMVLDxYF14a1znUvA","Bars",4,211
"qkE8HdN6Kj32sUiq0amvzQ","Wine Bars",4.5,15
"qixCJxFFrsthp8mgCy1_Zg","American (New)",4.5,245
"2_1FxCMLvK46Vt81VlIS7A","Wine Bars",4.5,53
"78TCGIG1eHMYdyvMpFdDbQ","Wine Bars",4,82
"QaDOWy4_11982JWIxpImNQ","Creperies",4,249
"ugIv_ylUdqRIlx6AD8lTJA","Italian",4,519
"MCnexHfsclcOpLHS4_2U0A","Italian",4.5,106
"8cT6XDwI9KiCaoVohlx42Q","Belgian",4,337
"PVPlfGwI3Z1reThiQekCtg","French",4,84
"g3FOPlO_Gp0J4HfjurW74Q","American (Traditional)",4.5,117
"OOqlvJmCYotjLAWglgB58A","Wine Bars",4,18
"i2Uid9K9_lFxDGzjgXCKpQ","French",3.5,3
"ui4Hhq2duXIZLuzev9531g","American (New)",4,48
"4PeBRQZgHMW80J5YIaT39A","American (New)",4,72
"1ozuYD1HTa4u2F_NR9uUJg","Wine Bars",4.5,67
"trEnFaHqRkJqtjRvzx7PsQ","Greek",4,816
"iBv3jR8lxH2e9dV42Sca0g","Cocktail Bars",4.5,90
"2BJCPzGoWnOFgDbvoHi1Tw","Italian",4,204
"TC6mrFU6T1txRrxmGtF3nA","Austrian",4,50
"lyLXD9CN2FybNcvbTCYldA","American (New)",4,122
"O8hZJ5OLb0Aj4uEozrUg8g","French",3.5,140
"lxZLwDX6gFTjSPkcVwqiyw","Coffee & Tea",4,1
"UQGwXsOt9u0uZX0bY6j1kw","Bakeries",4,173
"I6Wg1NFYAAVzM2OpsdqcXA","Wine Bars",4,200
"FNxOWxts63oDRKwy9Pbfzw","Italian",4,70
"DOfTUBz8hVpRxKLluypHUg","Japanese",4.5,140
"YHXsmYfxbgczsq8Ie1_C5w","American (New)",4,117
"wXiIxbnFRaFBS9RI4wJrdw","Breakfast & Brunch",4,126
"CexqMejtDRYOx9EH6xsVkA","Wine Bars",4.5,99
"HEv0WSQ2V3mFiGHmv97n3A","French",4.5,121
"4pNgTzw8Ru4bW7hXAeO6eA","Lounges",3.5,87
"k4ds_s6y8S46WzVIolypLQ","Wine Bars",4,100
"Hoq8s_NePq6_3QxJhR7oNA","Breakfast & Brunch",4.5,177
"qMHzIYzoHYe55I7L65iEQw","Breakfast & Brunch",4,447
"kjTSWJDalnD8Oyso9Ldn1Q","French",4,65
"Ty1MvJz88DeNmX0eDHeMyQ","Steakhouses",4,91
"KWIPsr4kQBLIpPTSwKTlig","Wine Bars",4,274
"Gfo_8z_CMOpHZVhX_HKD0g","Wine Bars",4,143
"Fl2z1edJw3MONc9rERWRMg","Seafood",4,146
"t3WXZ8U6espLzY5YQ1Ocsg","Wine Bars",4,171
"1A3m0_dOhF2PKRU_8S2YYQ","French",5,1
"JLpEKUYAtzBRQwsUL3RPIA","Italian",4,254
"Orbsfc3nI21mQ8cwSPahhg","Wine Bars",4.5,125
"g8vu1G_fZLrPpGf2UHk6_Q","Creperies",3.5,480
"lnTPfdaqDqWjywWewsE2Lw","Wine Bars",4,826
"KfHwEsirvgNwqqSSIZ4Kdg","Wine Bars",4.5,55
"3qIISjUYn1tbqHXi7nCLXg","Italian",4,562
"JwwUpvy7DfUB0WmhNSlxDQ","Seafood",3.5,382
"_KIjhnsaui_wF9OePRZ5NA","Wine Bars",4,265
"iM6ZhwCIeQ0a_zR3YtnTLA","French",3,6
"YoFTFQ8EF3Xw8pOCF6k_hw","French",4.5,78
"CDBQ07xf7XcqnNh3_mGBIA","American (Traditional)",3.5,64
"fp8X7ERa_0Ot_QD36I4ghw","Mediterranean",4,190
"twHJyFgUSd7wzioKQjE7Jw","Italian",4,708
"7AkS0QtUcnyGvObJpLlDtQ","Wine Bars",4.5,37
"4XX_zF8h5Lvrr22_tqU6_Q","American (New)",4,887
"wyZfzQYHyzEEsG8ls7VesA","Wine Bars",4,11
"bEec28P1CziowM9LrNkNsg","Cafes",3.5,210
"x6_1vzeCH9YvbvIBmSr2iA","Wine Bars",4,187
"EJHyijqj0umQ9GsyknrNKg","Creperies",3.5,178
"yNC4kI9Md0Csd6zqr3oeFw","French",3.5,209
"wZMBvQohVF5qelFRGAo5xw","Coffee & Tea",4.5,143
"ayxVEXD_reV3BEaKFAQQ4A","Latin American",4.5,114
"3BOSxJUZq6ospSg3_d29aA","French",3.5,64
"0n0AbOhJ9H8r8g5luFuUGg","Jazz & Blues",3.5,77
"jW22gmsZjh5hFJsC1qUDOA","Wine Bars",4,247
"uF7so6xSLAirp_xHLgyb5w","Southern",4,41
"BCxcRMJrnKu3yrWY45eAKQ","French",3.5,16
"E9NMNWvV70HV5gB369N0EA","Greek",4.5,369
"RXCCofQw1EjTcSN0ZeXfRA","Italian",4.5,232
"samBmcA_ysePpw5VYWgxdg","Wine Bars",4,269
"srhEv1OqoK9W5JRdiMWDyw","Wine Bars",4,1284
"0FaLilJs2VN83hOEBcBnPg","Wine Bars",4,302
"cUyfnb3E7HvzNfbTgTjl_Q","Spanish",4.5,491
"ZKgZclCogcbI1_Tuw22Kgw","Wine Bars",4,95
"P4iD0CGBWbLAErbWP9uIDQ","French",4,618
"ssGhu4n3emZ9kEPVf371IQ","American (New)",4,1782
"l3USyZNhkkTsG_6_rHvsew","Wine Bars",4.5,48
"CQ26J5DcKkh1C17JwWSoSw","Australian",4,212
"zg9Jrtx9rqTXeaqufSOxHQ","Wine Bars",4,365
"8MwqN3ZZCzYVKwzYgcCZdg","Wine Bars",4.5,66
"LfRiA6RORToZUSJUHkZBVA","Italian",4,676
"HD0e3eHwv573qHZOJJitWg","Italian",4,367
"uBGjcW_GuYy_qSvMykuISA","Belgian",4.5,545
"eMI0y5FnEzoGeiaFE_ejlQ","Wine Bars",4.5,22
"zoecS39PRpV9HhT1QYXQLQ","Wine Bars",4,62
"kDZNCPJE2jaQcumLShJxHw","French",2,2
"zMsmQ6WLgQAjVZyVbirO1A","American (New)",4,680
"LlFzCkSDiDlAcFFodVJvuA","Coffee & Tea",4.5,151
"StF9WWWbrRzEOmNAcEINcA","Mediterranean",4,318
"fe1PZT1Fm_qpmlgiRnKuiQ","Bars",3.5,234
"uric708MW7rP8YuaQIG0ig","Italian",5,8
"hiTfA7vnxDSLv77nl6UQXQ","American (New)",4,712
"WI_AYZSW8ds1GjFq3PQJRA","Wine Bars",4,546
"39DkqP6gE075zw2i74NSHA","French",3,10
"zV5u8sr2u9x_oxq7BNuKKw","French",3,230
"FON3TceJNsTC0I0mzBwOKg","Mediterranean",3.5,992
"y5b85IZGLxNdksDBFm1GBw","Italian",4,71
"puIxzUYl8hhVfWJRaMsZcA","American (New)",3.5,1404
"uFhZ8B4gnMWAg5SUgG6Jsw","French",4,96
"CZg05roVBkzu1QzxTHfkPw","Tapas Bars",4,319
"34_HPDO5GxVlVl4pZ_Bg3w","Tapas Bars",4,372
"_AU96YHJM_CgFfw_QzpvAQ","Greek",4.5,23
"fuS39acPaRi38DhSSwEI4Q","Italian",4,251
"2nHswbgHzIbvShRPc3buYg","Diners",2.5,3
"z28nkCZs9rEO9oYVlCqQTg","French",4,1
"7re1WCsqkWhz23zXckrYVw","French",4,160
"rHDryRysf_WGp4bJSaQzHg","French",3,94
"y0F8Zet5HrP4YXqKaWwQ_Q","French",4,91
"l64cd3LR3URa8mofn2jamw","French",2.5,16
"BgOcW8LyNE7gf6MsxV9oyQ","Wine Bars",4.5,185
"_LgkDbrcxC6KRo11bgMr5A","French",4,97
"Td1UeTK6Gv_ekOBSOnjvLw","Russian",4,35
"ehUuSk5gPTCQmwS_ubgKRA","Seafood",4.5,1523
"PnGSE8JGbMZKtdHi9go7Kg","American (New)",4.5,313
"9kCcNKe7z9GZFU3NhkoExA","Wine Bars",4.5,157
"qIOAlXCCYrwN0VxEEH_Tmw","Spanish",4,1101
"megxpLA5KciBJbW_jNm2RQ","Italian",3.5,167
"vYc_dbmC4yK7X__3vQ74ig","Fondue",4.5,50
"5Vzj1puJsudW6RGI6B76SA","French",4,1
"wpye6v_2fIx7Z2Sz12XubA","Wine Bars",3.5,278
"IaxvQsInzse_u8gn9CoE8g","French",4,101
"ybZ4bVTE4NWBKIm829_Ivg","Wine Bars",4,170
"DLnn2qw_KJAmazB_hMmSEw","American (Traditional)",4.5,57
"Udzb__quU3zAKLsWBUIDHQ","Wine Bars",4.5,41
"tP7RR_9k9sDI2qGLlaaNNg","Italian",4,120
"K_RLEEEkMmlis5hteYlYUQ","French",4,23
"kr5fRwdHtVwPPwSJxm9Fkg","Italian",4.5,159
"3J9hH7EJdBv7_TjaQQqsJQ","French",3.5,6
"JU5d81TYm7IJHWqOqJWMqw","Wine Bars",4,61
"eVBVn6bjwl_mMLxN_35_6w","French",3,993
"toQw2i2Ffowie28LnZCfSQ","Belgian",4,902
"QZbyXgGz_PfAdAm6_IwpvA","Steakhouses",3,43
"jt_mFVGnAcPx27vIz4o29A","Mediterranean",3.5,1212
"_V_nf0P6b49Psxe1e9_1rg","French",4.5,80
"atFUpFBD3QKUxjXzSaWbmQ","Bakeries",3.5,80
"q1uIqB8PvyCCX8TajaRYBg","Desserts",4,1171
"rFn8eGtNvAm_hMgKrLIQ9A","Wine Bars",3.5,26
"DAGnUq_6P_muOQqSG3_OcA","Mediterranean",3.5,371
"00jHmlu0elBhzBsw7Y5pww","Wine Bars",4,587
"MvLCuHIcEPvZ12RZdsSckA","Wine Bars",4.5,123
"xhuDOqY9G5mPuSqBnMCaYw","American (New)",4,307
"T_5fbqSZ06909tza1folTg","French",4.5,133
"_4zrML6sfIowQUm9rVFyTw","Cocktail Bars",4.5,312
"Lb_9eD1g5eFjcYKAdutPWQ","Italian",3,3
"3D6UAhoKnF3A03rX_v5ngA","Italian",4,357
"jCaV9Sc_I5cdveSsJ6gZFQ","Modern European",4.5,69
"gvMYV5E3HyzhN_MYFIMGzg","Spanish",4.5,215
"UTU2vZnqN9IVy5o6ENRhFQ","French",4,87
"tV2IY8q92bOEwVC4McgPjw","German",4,235
"71HLFDV5yIX8l7WqP7Km5g","Tapas_Small Plates",4,225
"_vBfKWJ1v9YdJQT5XUbcBQ","Wine Bars",4.5,294
"HnFHxQUSviXVa1FUGR_Hjw","Tapas Bars",4,133
"HbCyzokiA19bEWUp6mga_g","Wine Bars",4.5,155
"VMd81NxA5_NeangxcDs8Iw","French",5,1
"t8npnkz3aIO2xbXVQz6C7w","French",4,81
"P4HjgfL3iELERdDbcpb3GA","French",4,58
"hpRrYBbKUqv8ewFKDjbjoA","Italian",4.5,152
"CaJ80xeIdajj5_PQ1_rjNA","Bars",3.5,44
"_eDqIOQKEntGHC6JgVYyCg","Modern European",5,45
"aKweUFx_E1KR4DoXIzcPxA","French",3,5
"m3HCtDF0Zun2daCOHiVtnA","French",4,29
"uYjtr5Ix_umHVoQD7FrK9g","French",3.5,9
"MOwB9YYd_Ko6nVgSB_ltQw","Italian",4,654
"Rmm6fu7kejcnMoSlVLyl3w","Basque",4,40
"turbVMxppIxu3q4ut29dhw","French",4,59
"BfhICClikxU7AG01nOOeCA","American (New)",4,206
"26M6nFVuA4bvhU0TBZOuLg","Wine Bars",4,229
"XVFoTK6WP94dlwWTew89kQ","Tacos",3.5,25
"Z6te3r2X6EoB1HXF4XmctQ","Wine Bars",4.5,200
"0yMlU3xbdawYFXmjNc0dhw","American (New)",4.5,44
"hSbRiZbcwatQVfjaqPkPHA","French",4.5,67
"UGvF4yz_VC3wZ5ylz6NMYw","Bars",3,3
"iBPQRnM_TMQX6tYdjCbCXA","Italian",4,320
"qbEuBOWUXO2s_C28xJ0tOQ","Modern European",4.5,96
"eY5PWvzZZ3faJWNO1seuaA","French",4,1
"XmnwShjbRtzrQb8oyVEOPA","Sandwiches",2.5,70
"Adfy7pPup2Oa9d_mgj_RzQ","French",4.5,30
"Fd6_gi9cKnZuVfIx9KjJfA","French",5,1
"91xp9nhNCYjKNn_fflDC6w","French",4.5,12
"gNDdRSWiuxdulA_Ajx6zCQ","French",2.5,223
"8wrrBfEpqR5zDkSDpEXAmg","Cafes",3.5,142
"AUyKmFjpaVLwc3awfUnqgQ","Mexican",4.5,273
"RUfsaabXoeH_FDKS8ocWjA","Wine Bars",4.5,191
"_17lSQzogvatMOhutxDvdw","Italian",4,155
"2Ugmqz5WYg_kACr8pKPrYA","American (New)",4.5,77
"qIDwDSiUMzzq_MWWirTQwQ","Russian",4,187
"eoz2NahxyivVRs8Ll9Ljjg","Wine Bars",4,184
"M_sTctogJErjLmoLiuyb4w","French",3.5,225
"xR2Yeb_Nh0MOAiUIaqaVOg","Wine Bars",4.5,223
"q_QEwZi32JCnjb7zbY_PQw","Korean",4,31
"OkLCVAUzB_SNmDAfNdSNRA","Bars",4,122
"1_JZHKkWQBozYQ00fephWQ","Caterers",5,4
"TWVmYLuG_w6fsrzKpmX6XQ","American (New)",3.5,386
"Nzk4yNZ85Ek7Rvw5eiqlKQ","Cafes",4,302
"7_n32xMWRYbJpy_pVm132Q","French",4.5,114
"giL47kf_ln3aqJNWhGuNCA","French",4.5,5
"43y93456fzLVTF7LdlZikw","Bakeries",4,426
"1bcaN1lL4GeROa_JoGal9Q","French",3.5,107
"6UcYACF_byUBkn5jumAAfQ","French",4,170
"zwFS_FcGe062to_rWWkLCw","Bakeries",4,669
"zOTRYxeyHl1vRMyDkzGqog","French",3,86
"Ih7hLJl_UiGSrBEI3A12gA","French",3,89
"WS0ipFMNDJDy_MOylP_JGw","French",3,329
"FtxaAg8ohX2vp9A3sQ2HQw","American (New)",4,466
"nCAzvOwS_0W5xCstcCDauA","French",4,320
"7e8FVymrqoCMQQ8oyjOLAg","Breakfast & Brunch",3.5,320
"uDWRGAtDW1z7lWpRCfuXAg","Bakeries",3.5,326
"VLalQ0Liwa87176u3Fx3SQ","Wine Bars",4.5,82
"XJxoBc_3vvDiCCJViLNfJg","Wine Bars",4,197
"bEXTA_Gwo2oVg4gnFd9fNA","Italian",4,1060
"xhH_7pRMIpj8c9ZXfH5v4Q","French",3.5,121
"5nODUmSo5UeIzBg7tX_QnQ","Breakfast & Brunch",4,624
"CcyjFCSKIhV2SyRpeU_1HA","Lounges",4,79
"uA0ua1WnE43E0PrQxni65g","French",3.5,146
"JbpjgLAk4DaP0zvY7dP9Hw","American (New)",3.5,451
"sMDm_LwAvZd0w7NIpk8rZg","French",4,91
"nZ0Y8ngCxpY3xlz4f4pNTQ","Modern European",4.5,363
"__2sT9sXXXnKLgcJCjY5JQ","Creperies",4.5,36
"M6Eiyx9LXMetMUxsYe_fvw","French",4,293
"c0wVqxD__hvvS6d98t5pQw","French",5,1
"jeJfYLekXo3yxUpDfNukyQ","American (New)",4.5,248
"qcvGRJT3QedXz7p3_CDmmA","French",4,153
"HJg9TbpyWvb6_AFPdb7NCA","Modern European",3.5,95
"IO9mQ3xkj8W3cv542rt0hg","French",3.5,127
"uuDvk4EsRUkeTj4jVKJOpw","French",3.5,942
"7YsZno_m9TQqKd_DHpttuw","French",3.5,218
"HTZ9GOR_Cylt6bxG55co7Q","French",2.5,174
"pV_f6jq8mqNWymbPyPNmzg","American (New)",3.5,423
"R15b1EaOvR3xe9xLacMJdg","French",3.5,613
"iX_JFBFrKAJuv07uhHoi5g","Bakeries",3.5,160
"iL88ZmIUC_9Obf_r6YN1Ew","Moroccan",3.5,203
"qx_xsyo2pTtrr0KY_GNcYA","Bakeries",4.5,94
"RKpp5WskkZmOjpJtRlbY9g","French",3.5,34
"h5TLgzyZAgEZKKuQZl0sag","French",3.5,10
"H_TGP2AgX3IUmzq8Aml79Q","Italian",4.5,30
"OsA5iRphHwPlYNhdddvBng","Wine Bars",4,143
"qfeCYi9MMD6I7jQLFqngPg","French",3.5,138
"Hnj8w5j6eaIt2NiSQc7TGg","Vietnamese",3.5,316
"M7FR0flXH4yUq5Gh7_7Vog","American (New)",4,313
"KE_2Ssq2ffEvJjLs3_87tA","Cocktail Bars",5,1
"t_Pm38_XhMnGfOYgkhaNRA","Italian",4,122
"s5nPO911cYB2chdwqSqT9g","Italian",4,217
"THLkx3bx6UOquZb2EzN4ig","Italian",3.5,187
"msLQTFzfsHUUr8UdLnQDTA","French",3.5,213
"dAHoDxBmzWqfobnTbCHaQA","Brasseries",4,13
"u3CYKqoxhDuWqB2DlzusMg","French",3.5,55
"a0AvIH1UnFmqAXhZDEQtrw","American (New)",4,317
"S3Fw7s_GA94lJLbLFrqZrw","Bakeries",4,1276
"uwStYTWVMr_0BihJD7CmSQ","Bakeries",4,275
"K8Z10Tx2rwx6CcHV8FcuJg","French",3.5,397
"6ujYWjs1FTksvuVxuzjUYA","American (New)",3.5,898
"TmEPtynTP1qoTqwUbGKyGw","French",3.5,1175
"dS2VNgvdLCAxImvcVBV6wA","French",3.5,323
"bjSOXAOXFLMATHlrnWb_3A","French",3.5,311
"_gn59iTkztt8YVsLggoDUA","Bakeries",4,73
"j69WHdRCVQTypfe7hQWauw","Cocktail Bars",3.5,74
"Su_MRJLlxUtjU__V5viYYA","French",3,470
"OwcGML0xYT_t4vmMthgOkA","French",3.5,149
"XzrRw4d399gaCBuon1XwSw","French",5,3
"NNCpFCnTwMgKhA10lK_DzQ","French",3.5,42
"CyIf24YrOuiikkYVnHjoog","Lebanese",4,60
"15_ODtslmB59M_FxU_mvUQ","French",3,466
"e4YHihk1HFJ1EB7oD7dKDw","French",3.5,107
"ujk4ucblDD3TwRderV_Q9Q","French",4,45
"ZQG9JR7qqTkishPBbnD0TA","Russian",5,1
"mBZUWdasmua9XOsWy8xdWA","French",3.5,157
"TQEajJ_kahYPOToGZIyyaA","French",4,583
"PBUIaPtgnhmdHE3KHglK_g","French",4.5,1677
"bZUHH0TVoqb_vkC5V84DOQ","American (New)",4,122
