RestaurantID,Cuisine,Rating,NumberOfReview
"Ei5qjq0qmfNLkdVoO_S5Tw","Specialty Food",4.5,205
"DCiEo7qucPaEj7Gtdj1U9A","Italian",4,320
"i6xP3ZfL78PXg2gjsOz_og","Kosher",4.5,10
"CfFjKWynWAFLO9mUTxe4Zg","Italian",3.5,244
"jMdziYLNYGDCegkFQ4lTQA","Pizza",3,40
"J9r0qorwR0tKOhrCcl1VGQ","Italian",4,208
"ft2OPgLsquG9d7XrBLULng","Sandwiches",4,159
"02sAHm3_CsRKE2IeT5iaPA","Pizza",4,242
"IUMTe7g19htqG7MXrsP5NQ","Italian",3.5,241
"UrJkrJ5HsVGyLE2dogiUCA","Italian",4.5,19
"FTze_KoZbdpwIIGzijkeMQ","Cocktail Bars",4.5,47
"Cnqy9w1BFXZFEaChfox0ow","Italian",3.5,799
"Rp_1kZ68rHia43PrOd3EEQ","Italian",3.5,70
"q6ux26c_SfK_679y9lvVbw","Italian",3.5,170
"ugj4h67GK9hcvKgEIy5Tew","Italian",3.5,77
"pL6cM2TPwvXqeGTrg7yN4Q","Italian",3.5,258
"9HuYLy_4hmQWkbKlKyWagQ","Italian",3.5,223
"inI34xFWJoIGqw_NZwKitw","Italian",3.5,93
"b_2l7KaQ0_cyVFCwzvXplw","Coffee & Tea",5,20
"KscSF2Bnwa_wlg1MbdFjvQ","Italian",3.5,122
"pC_QwLpeL2Enk4hBgDcRqQ","Italian",4,295
"yXwzpfdsDQqg9k5odYonFw","Italian",3.5,115
"ppUU_p6yH6IMa7d_UrYkaQ","Italian",4.5,39
"1EZRvi0aGxpPfXq2EkUtBw","Italian",4,124
"AV9x0hUE0yQUMjUGQNPexQ","Cheese Shops",4.5,107
"0frCoaUJ_XWiz1BXiHBcwg","Italian",3.5,222
"k1zrPPGGMQdlHopP3MnxrQ","Italian",4,177
"X9f5HH4x3Mi7lo4ph9efvQ","Italian",5,3
"7QUfJwuPgiTYa96TUqmzvQ","Pizza",3.5,194
"uboO7T3XSnl8iq0uQWhMXA","Italian",3.5,106
"p4TYRKQ82N5Ntb6RPdLPMg","Italian",4,118
"KOaeW18qq4C03Dfd06IXPQ","Italian",3.5,354
"IZ9_5z45wc3Oh_jlnX_Kcg","Pizza",4.5,245
"zGGIbJyhDZQk3y_PbUVdsA","Italian",3.5,8
"xC8eaH4nUfK68hocZBfBUw","Pizza",3,190
"EBLnoiBasjn_56UfTCnNsQ","Pizza",5,6
"LZcpNrQQqC5IWbE4c_9Cyw","Pizza",4,192
"e5VNqnVitx8OrnINaMMCsA","Sandwiches",4.5,129
"9DCZ8Ols3w1sfQBoKEq_hw","Wine Bars",4.5,56
"rbIrit8gZwfyEOdEOeX7jg","Italian",4,151
"LyFVS_a089B96WTEGLNpeA","Italian",4.5,99
"ejuFKvSfGl0JMZO9yzSXNw","Italian",4.5,331
"Kh0_HmlgmVUkRxR55_Vn1g","Pizza",4,667
"D0LsGudLqLabXbhEPMkw6A","Wine Bars",4.5,240
"w93lFfr90sFUTquw8UAHWw","Italian",3.5,162
"Lw58gDv9ipwtOcg2EIJp3w","Pizza",4,252
"UZyJLP50F9PiytmdQ8LXTw","Italian",3.5,123
"CGah1h1clhuptjHaecu6xw","Pizza",4,89
"5z17B673aI4MSWkKB1DsjA","Italian",5,33
"f_WkzzSaAA_mdDmsKlJ4sw","American (New)",4,65
"uPXehVdHJ_aM1V17iNfSSg","Pizza",3.5,63
"CjahRm_rdwS8IqGR_M0Dyg","Italian",3.5,92
"DLRbxg74oWNPQJdbSkTDxQ","Italian",4,131
"kLJfizeHMQqesp1K9mfUtg","Sandwiches",4,455
"OHgGIQm3TLyBCi2oxgRYWg","Italian",4,62
"KLRvWv8y0Vs3x_HDgmD0VA","Pizza",4,116
"I0i9YzRBQn6MKIUFIHpeBQ","Italian",4,175
"oEjWa3AETzPQfM3S1wRiLA","Italian",4,56
"jryzOo2UaHOeZqQkkezENA","Italian",3.5,226
"vFsjObMTImsnM_DzVo4N3g","Italian",3.5,314
"h2HPWsBX3ABNvLHbP3KzqA","Italian",3.5,27
"nhphKYpLl_pgRrEgZ1Kl2g","Bakeries",3.5,147
"lA6IvTF7J8fNC5puhyS3PA","Italian",3.5,234
"TybGiZNOipp1R1_u2k3ogA","Italian",4,156
"dsxgbkIKyu7x7JgpAKeZPA","Italian",3.5,95
"UVQ1GxmhlDVDM2acLexJ7A","Italian",4,68
"1uOB_tWZwvI0_HakXfu5Jg","Italian",4,452
"_5xLqs3iGFbBkJG3QNh6Bw","Pizza",4.5,77
"rZZqZxyO_4S0ig4BFtIZ_g","Italian",3.5,292
"1KeJfbG8H7xSZUJQuTsIIg","Pizza",4.5,8
"WLUdIr_lmOnCkfXgH1JxVg","Pizza",4,208
"fxjygBjQqWSE71Ref2s0oA","Italian",4,158
"GOLFLlO4bpndDkavbgrx9w","Italian",4,426
"Lx3hJXU4ocsGu3NUBk1xEQ","Tapas_Small Plates",4,16
"mwDGX4OH3smoducpde2Elw","Italian",3.5,174
"qhvFdRNypRCdSg_inFe_2A","Pizza",4,704
"2F_7XCoPS1mbdy9ioqWuqw","Italian",3,29
"xmkmMgoXjSZzMgo70nwgGQ","Italian",4,30
"hFHh32kbdAlYliFle0dF3w","Desserts",4,54
"79bTSZd0QArz9xmninDdtQ","Pizza",4.5,55
"ycsULlWDvuj_jop3VESy4Q","Italian",3.5,82
"piH_TNcmjLq2NHE4ZtbrBA","Italian",3.5,156
"wvn_FO_tY9_iWmA_OgMvEA","Italian",3.5,103
"V0zC3awsklyxC0GFzmaTLg","Italian",4,154
"4SdvTwFkW3Qx0f_3zBN_ZA","Italian",4.5,109
"22RnbE0EAPsv50XzJhtnyg","Italian",3.5,128
"TsYrzVVtkKO4Asrk_L9stw","Italian",3.5,391
"ZgIs3x73_b29wiwPMIiOnQ","Italian",4.5,32
"4eunUQbqhwW70tfxQZLKfg","Italian",4,79
"9SsjlfVirSNyXw0g_h_tFQ","Italian",4,85
"jzEaiiRa3497HWdf4QKHIA","Pizza",2.5,63
"ZSDq6s2BFnvZEU4apxXbew","Italian",4,81
"AhqWTf8ObRg1ZcNRV_vzIQ","Italian",4.5,90
"7Oq1UdUHUGZGH_QI6N_0LQ","American (New)",4,634
"kqewBLuQDB3euc_s_mRf4A","Italian",3.5,1972
"HJg9TbpyWvb6_AFPdb7NCA","Modern European",3.5,95
"MfOl9uzuQj8Wl2g8NRYl0w","Italian",3.5,105
"EYSIZX7b6Sp6TNc_KNvn7Q","Pizza",4,203
"9GPRbrLHvPmLScQVw7L3KA","Pizza",3,118
"s9yeu2AneMTK4zRI96RzlQ","Pizza",3.5,259
"uDJw4dQiySoNCBoUalW1Ww","Italian",4,481
"Zgxqluk9HIZ0yKNTWMWpbA","Pizza",3.5,392
"pTWFuMYed409y99N0zY05Q","Italian",3.5,75
"MyVbXtvst8X7sbR7gUA_ug","Italian",3.5,285
"cUNFGQB2I3GI_vqy2OBW3Q","Italian",3.5,198
"uzEhT55QIdk9YbfFwmlRzQ","Italian",4,34
"oU8KphUV693RG_QnYIOzlA","Food Trucks",5,1
"8SI7b70Bqcw8n_kvBXMUag","Italian",3.5,296
"_WEs8Trhq6nZPMyTzrAn9Q","Italian",4,72
"oaowryQAF13ka42VSb8c1w","Italian",3,75
"XlhWNQRGoWyybfXpGBgE3Q","Italian",3.5,156
"_xfW9vSlsqySASBWeUeFpQ","Italian",4,64
"3FCxi2imtP_wMgsgsqIQOw","Italian",3.5,199
"d_5S_QRAB_jqsKBU4tqbsw","Specialty Food",4,7
"VF3wSCRC3mE6JpBQPQXELA","Italian",3.5,665
"dxoCLppcryrHuCt7UUbIVw","Italian",4,39
"e6pF5tzU3W2ufrWDZxVIeg","Pizza",4,54
"kpoFMjX8cIPeoWR1C_CV6A","Italian",3.5,290
"GnmQyaWFv3ZwVF7UYFWZDg","Italian",4.5,31
"nBy8KtcUHktPFKw_VClG1A","Italian",3.5,53
"r6K5RBfhlNbr_g7g3u13KA","Italian",4.5,37
"ubNySbvyISy8q3oy9tsJaA","Seafood",4,80
"ETgJqJHV7BW6pIr9Ox74sA","French",4.5,1980
"dbCTJp9ENDVIquxBWONzWQ","Italian",4,101
"Mi_Sanw4buXOutZrMxy4Fg","Italian",3.5,393
"BpdlX1j1_FbOC1dWIrZv4w","Italian",3.5,191
"vCqcAGPFRN0pA7vjjJYwzA","Italian",4,56
"_eImQkZt0MlQ0jLZH2LrTQ","Italian",4.5,102
"2ZbGLUZpaJO8mdxi7UaVMQ","Italian",3.5,380
"LJwkhP2vjRKKjyuRY1ql4Q","Italian",3.5,248
"8uivlvzmeRXv6IitEkYPwg","Italian",4,74
"7gVN8BPaKz4vlmAnj8O0Aw","Italian",3.5,211
"_AqeaDQnMaErG19LobuU8Q","Pizza",4.5,272
"K9kL1ice5jlkPXcNyTus3Q","Italian",3.5,224
"P6mNpH4eBPA_42Z0PFEqtQ","Italian",4.5,16
"F_eRrDik2KK0sNjpGiNbAg","Wine Bars",3.5,14
"ZtApaQ9G_lyOfE_Y80tauw","Italian",3.5,269
"dvOvoJMIZmsCTEL1Dg0WXQ","Pizza",4.5,136
"06tnwnEQM2j9A6dC3HC_TQ","Pizza",4.5,666
"vzDb6_Zkm4m8O7tNidojjA","Italian",4,147
"AO9ubB1XVqj1hkwOZm_F9A","Italian",3.5,122
"zxNvP9A5gqJWg_2xQ8s43w","Pizza",4,315
"_0bpc5pvK6siYMIlCSmXWg","Pizza",4,585
"0sR9gXJYvnSuEUaqiEmvRg","Italian",3.5,200
"AWeQkgJ0uzNr5YxFr2Bx8g","Italian",3.5,151
"ECw0vk1IykU3QIX1okSXdA","Pizza",4,55
"L0hPFGt_sD_QVmhr01SSEQ","Italian",3.5,146
"cRfAN_SRlFuaSd_mp_9iiQ","Italian",3.5,98
"JFi_v4_oRqJE81iIQzX8HA","Pizza",4,48
"cg_WHaj_g_3NHnRCOEJKpA","Italian",3,99
"geTFpY84Tp_nVTXflnxtDA","Pizza",3,295
"xBtLIXu1YN9TnvlV4hTa1w","Italian",3.5,79
"R3zLNeyNbmPJ09URzXgGfA","Pizza",4,229
"8qT2fQh1qVhCVtAODADwRw","Italian",4.5,137
"mSUN6AosDrAuM9H29qEhgg","Pizza",4,213
"J0c8ZtHPf08TMVeojPkNkQ","Italian",3.5,324
"dWc0ijADaD6ZdclJ5LqQdg","Italian",3.5,137
"75s8ErSnvhVTFx1Z4PRGqw","Pizza",4.5,58
"WNOUPEZ6J8SZVSaK6Q3e_A","Italian",4,363
"liRKlk_PlUOmSbnZr5w97A","Italian",3,95
"Z22s9SoQOndAey4_SULrvA","Italian",2.5,235
"kjdFDD_HX0HUYfu3bSLaBw","Italian",3.5,40
"Hv_jHNuw63oO_jtNXuWDVQ","Pizza",4,396
"6_QdpGBllowmf94fqZr68Q","Italian",3.5,618
"1OZPOWZwJr_hpvMt6TD4ug","Pizza",4,500
"SbevrHJ2M5Oc8_SHi79YQg","Italian",3,432
"GOEBF8Odq1SPdz4PWJx6PQ","Italian",3,258
"XInU_DVHFwunAnsOL8bOrA","Pizza",3.5,98
"ZxobXn7eEYDOzQKYHH9ARQ","Pizza",4,97
"V7z1ZkTOtV_dNOKhZsAlMw","Italian",3.5,162
"SbTzGaRAxAf_W_b30598jQ","Italian",3.5,18
"bl_TaP_DzUlR5vFbMGozqw","Italian",4,19
"PntYFpmgQjAuccjszMFbBw","Italian",3.5,148
"VZp3EjUNoRtxYfXbJQKH_w","Pizza",4,263
"pwzLpR9ys1NkE3ppjT88MQ","Italian",3,230
"wOYqxqz5yhx3CrP2RsCXpw","Breakfast & Brunch",4,528
"Bh1JBgQWZl9zct46uw_FzQ","Italian",3.5,375
"wq43ljNSuSMG81qKHE7YpQ","Italian",3.5,210
"C0BDERmHvzTKYA7fghZW_A","Italian",3,92
"gU6_qALmeWysg2YXMzMrtw","Italian",3,254
"8_Ug0Zjs5sL6MARspRJ7CA","Italian",3.5,488
"GVOjDvKHLoo21n3Uip1ETg","Italian",3.5,247
"TkrV0mQu38XtbbvhZmiw5A","Pizza",4,168
"Phtq020_VoHgQp_p_vXVVA","Pizza",4.5,183
"fBDnGXpDXFAgpZDB0XDSvQ","Italian",4,50
"noi4EYAFaINdGBdDLYNPvQ","Italian",4,19
"Hm08ax_3XYLp_1XUXlAOmQ","Italian",3.5,160
"V4kZqDh4Gdu8pVfScb4RXQ","Italian",4,64
"r_QyrpiVTXFva14r0mB_OA","Italian",4,250
"0Gx08zPfwP8tI2Hg4r6AGg","Italian",4.5,48
"CBsNd6iuSyiSMPw2pOzRHw","Italian",3.5,102
"J38XGzriEkMsDfCMt6et_g","Pizza",4,1055
"XTSScqbNujYlE7c_nHmS1g","Food Trucks",4.5,136
"laQ3UStO_W9fkSaM2Y4eLw","Italian",3,191
"bmcIFCtXLzkQIgLmDVXs3A","Italian",3.5,51
"vCIMRKwMV5ehPYPb7sd2Lg","Italian",4.5,86
"WE_dce2JKcv_VoFNaqiJ4w","Pizza",4,368
"i_rg_OLXQbpRUN7O3MeCeA","Italian",4.5,209
"hbhuxhgYtuWtLlwBKt0hrQ","Pizza",4,286
"l_oj1yA5liiFEEwoi_1ELA","Italian",3,82
"1o5dCnbY1Y9de7ZbdsxUsQ","Italian",3.5,191
"5rT_Ggt43WcT0dnANyFXHQ","Italian",5,6
"MdFV5IBcX_Ni6I4Zy1EqIw","Mediterranean",4,164
"fvclnHRzgEdD9sO_HoRdAQ","Italian",3,169
"wmT2ZK9Z9srX8UUR5D1q_A","Pizza",3.5,199
"b8xonwU5ZvxVauxNY07FsA","Pizza",3.5,88
"So6xT7Hl0HDcPqipvGfZdA","Wine Bars",3.5,155
"aZONncGgZrLtISLq7ili7g","Italian",3.5,24
"OocfMlVzaO7xt0epR1d8Qg","Latin American",4,19
"WDVzL34VpkiYOtknS_NpWQ","Italian",3.5,138
"lMVP7UR2mySp0yg9_3HvbQ","Italian",3.5,218
"iPLXtSD442PQXnlC5jAqbg","Pizza",4.5,55
"gzEMiMSuNxJatFRbxmHyYQ","Delis",4.5,110
"lTa_the_LGQxdwKhwfwVyw","Italian",3.5,197
"3Yq_s6jngSsVzo13uYiplw","Italian",3.5,338
"VHkiswx23peLA9Y8rHMo7Q","American (Traditional)",4.5,28
"iGonCEvDXwwxjABRdwQ0sQ","Italian",4,69
"B1XdGwZZ5ee2fBdngj7NUw","Pizza",4,237
"mSFyMRKDLF8DOwOEhV35ow","Pizza",4,78
"RfkuPrAKQRFPC3D_0ugnEQ","Pizza",3.5,186
"M358G7jMg0yn2nBB_v1O2Q","Italian",3,130
"35TekDVXNNnWWz4tDvg__w","Italian",4,156
"AtvLupbMriQ0YvnAV9LVew","Italian",4.5,6
"u5gLdI6l6zsPxL2kOYbyfw","Italian",3.5,604
"1qotQS_eDg6_TdBU0cQiPg","Italian",3,223
"iQTPjiskoE0jfHsoBSR1Jw","Italian",4.5,114
"_yvRcO3ab1KRHtXtGA2IMg","Italian",3.5,391
"MlboKouxmGPxV2swgCh2AQ","Italian",3,68
"W8_g8yoLUuLq_US8NqnDhQ","Italian",3.5,219
"sppl__Hw_UMX5tlTd_0poA","Italian",3,230
"XIhSecPSJ42wdRkXuFjcFw","Pizza",3.5,31
"0alEeu0dAvbmR91tM1afiw","Italian",4,54
"1hZo1zfvLVN687_D7latyg","Italian",3.5,331
"3IjBYkdXARUQXUEBeJ9KLg","Italian",4.5,81
"LlT5XLc88hFDcWiCKskasg","Italian",4,247
"id_xB0Gr_UMb_WQLJSjTtQ","Pizza",3.5,268
"mCLPr3PUwsO_zDehWeahbg","Italian",4,76
"gx7VP1RlABZsof0G8S4Ltg","Italian",3.5,157
"MDKKkw4fwL9ca3j_p0grvA","Italian",3.5,249
"QxxAKpozNoKaFXtfRovUkw","Italian",3,21
"jHsPKz_EQrWHe6Yl3vEERQ","Pizza",3.5,319
"H5bhfR5sL0I2w1csjI1uMA","Pizza",3,52
"Ogy4UZvXdGrzEldp6ssYoQ","American (New)",3.5,115
"7rc7e_mw5DefMCSBsuZYhg","Italian",3.5,367
"lOSLnTElmUVC_vCP0q23TA","Italian",4,215
"Ab9R8i9zOuag_wRxBJcw_w","Asian Fusion",4,291
"C5wHXhhX7mjDSA_RJ0AiLg","Italian",4,79
"fNRRmvVKTbEBSaAOcA_3bA","Pizza",4,134
"ESpIimUxHNF1fFuGBdVwCg","Italian",3.5,276
"mk3UxnO9MQlJMsr_mMG9yQ","Pizza",4,415
"wnyX_yg4ddSDkupwFKftIA","Breakfast & Brunch",4,269
"2Q6_R8l_ecJNPmmHA9iIkA","Pizza",4.5,12
"o7ebhiCJTSsp43ynRDB1qA","Italian",3.5,228
"NImSAO_1r0RYirViah2aIg","Italian",3.5,209
"Lu12ks_BgqfGY75Sb1004A","Pizza",5,7
"CXiWT_aBhePK2zP04OMmNQ","Italian",3.5,55
"kxUKKlbm4sK2v6e8xHKB9A","Italian",3.5,49
"8oDU2o10CfNA4WzCMCCsnQ","Italian",3.5,63
"vcIfePYJwE6PlINXdfAQtg","Italian",4,3
"c6bE9vQeFniCeGpBaNQw2w","Italian",3.5,123
"48SiuLKz2aI_QKgcs9GtZg","Sushi Bars",5,4
"pepM7_yv4_jCT6S1nl6fPg","Asian Fusion",4.5,114
"vLaPRzOr2ChuaMCPRveaAQ","Japanese",3,122
"g_bi9LM2NcJd2SA5dFYFxg","Sushi Bars",3,56
"rCCZWRpuzW3FhAHN2BB1Eg","Tapas_Small Plates",4,317
"afoHeLpkagNvjErwWqsbng","Sushi Bars",3.5,124
"dbA0L81u4Jn4DnXcLVi6XQ","Japanese",3.5,32
"wK19oQSdTF6lGKsjr9fJ_A","Ramen",3,67
"tWSjcyxwBccZkEyhry_aEQ","Korean",3.5,80
"bWnuexsVicOy8U8YzR3pgQ","Japanese",4,81
"qhOBte4EJZCKDUWBsjxdiA","Asian Fusion",3.5,71
"XZswR1A0FMc3LZ_TmB8OYg","Asian Fusion",3.5,167
"IdZ5DnGnAEXcmz2jZXGFiQ","Japanese",3,170
"GQvpOPnaDqJz2A__Qwi_hQ","Asian Fusion",4,132
"uv7iMV8JCW0BT6_S8uiJlw","Japanese",3.5,66
"DhoUHO05XIEcaywBzNQrFA","Japanese",3,68
"WOonEFdSaK224ew1c0Oa7w","Japanese",3,138
"xnPspvHQKc99UWc_NDIEtg","Japanese",4,80
"wFl5KunHTmEXCvqI0YNrIA","Japanese",3,17
"WNF_VEyAkld2E1xGvSb2sw","Korean",4.5,56
"vlZ9k3e_1N_h_ybhrl278g","Japanese",5,1
"uTVfLJO4kYuzJsfxHm_BGg","Sushi Bars",3.5,31
"x593rd_PSjGje4Uks1FKEg","Japanese",3.5,787
"kCpKwCW49k3ImuI5cK6LSw","Japanese",4.5,10
"SwydWCzIZ_bSp_8HeM4DTA","Korean",4,146
"c869kkUkjPM5nSGeJqVosg","Sushi Bars",3.5,213
"8hxvfFZH4kPp35kH5DhnIw","Japanese",3,131
"KS_DmyDoStti9ZjAWPO53A","Sushi Bars",3,49
"qP0rfpzlC8gL_7JeipesRg","Sushi Bars",3.5,83
"hm5UE_80ntSFrSyU53iU2Q","Japanese",2,6
"XW3hRkVoOqNu2xRBienBNw","Sushi Bars",2.5,18
"zhkyBId_RIPyiOFE2R1PRg","Sushi Bars",3.5,161
"8_36jHn9tVJ4V7aBMhhLJw","Japanese",3,246
"8A6cnkksN1vFsQ7_LwxZ9g","Street Vendors",3.5,19
"LjzcvSy6vNQYDhSO5eO3_Q","Japanese",3,83
"b5RhctSPMRGyKYn_B1zgkw","Japanese",3,5
"JzvPC4N2rbZC_XFwZDsJeg","Sushi Bars",3.5,121
"qI86P6EBB0_9qC4uIT0j_Q","Sushi Bars",3,76
"U74_3F7r3tMhd6dmTmDBxQ","Asian Fusion",4,656
"uR_MqserQgPRQK3aiP6WyQ","Ramen",3.5,53
"VKumFZfT7f_FVFWjbPBAhA","Japanese",3.5,125
"FeiuQm8tXEmmhcm_ep8Tug","Japanese",3.5,16
"lESxFswvOPUFUzj6HsTnqw","Hawaiian",4.5,643
"7sW7ebi_A8gpECJe0ycQSg","Japanese",3.5,44
"SPyN19tjQyRTD_ltN0qNJw","Ramen",4,17
"q1oqr0FIXm0uF5_fT25LtQ","Japanese",3.5,172
"3uFSL0QbBYuUJDoukHjFbA","Ramen",4,29
"UrdiGwtAiokgNT8VT3fxiA","Vietnamese",3.5,3
"IXiV7NCBHGLIJ5m_wDbqJA","Japanese",3.5,87
"7hqT_a4DsckGJr_Mg7IztQ","Japanese",3.5,107
"ckQo_h2SQn7GpqNSio6XFg","Japanese",5,2
"30pqvzHrCNmnodJCRyzrTg","Asian Fusion",4,166
"CvSOAN2WWzLRGND4vN1xtA","Asian Fusion",3.5,79
"zOOTRR3jECoUwagYA9QGVQ","Sushi Bars",4.5,19
"M_odQWSEfsR2mVEw7nKG_g","Asian Fusion",4,1772
"7hbY10Wu7lAiubIcpWqydQ","Sushi Bars",4.5,19
"TgZox9TUqzXustKL2umrpA","Sushi Bars",4.5,17
"LZ8qWYoScZ_DlOg4QYfo4w","Japanese",3.5,203
"XsAn03rEJPyAmnvlxVvBKg","Sushi Bars",4.5,574
"xvFf1wuKPSzl1zUnHy8ZKw","Japanese",3.5,120
"FlAK0QXHIMqW6koDhs7DXA","Japanese",3.5,221
"l6ZFhrONGp0b80bxnOFiwg","Japanese",3.5,70
"xAj_hmr23inQT9C7vkyvpQ","Japanese",4,29
"g0T2an8hOp7VthlWVaOg_A","Japanese",3.5,25
"a9LUKZPD_2G2uz7iXVED8w","Japanese",4,190
"4Eziz_iTjfj_pgxTo_StrQ","Japanese",3,105
"WMe6BjRc4g8o8JXDlB7IGQ","Japanese",3.5,223
"FPuOTMD_dmXTFz3rUsEkMg","Japanese",3,1249
"VxouUuPQkyZ67qOWJ_aLvw","Sushi Bars",3.5,68
"mHBhUxHgDGjsB1LJl4qW0w","Jazz & Blues",4,951
"FUBWHzJCakmvBHv1Qk7VSg","Sushi Bars",3,137
"OkLCVAUzB_SNmDAfNdSNRA","Bars",4,122
"3LQD4aB3UYPteZfsyglV4w","Japanese",4,63
"lbozQxPZDNj8PkeZSygB_g","Chinese",4,9
"_zGsfwGAY8ZTob_mIFAM_w","Hawaiian",4,1605
"TuoXbiDqhFBJiyAXpcOLuA","Sushi Bars",3.5,6
"r5tdEA1S_Almn_2cv_c6Sg","Sushi Bars",3.5,203
"BYmQjQiBpfII13dksYeTKw","Japanese",4,95
"__kj_IG6iUO_NWp2bIyNeg","Sushi Bars",3,88
"FskWi1kY1NeobSgx7_wGyg","Japanese",2.5,125
"FsHqkVb0kmLq1VW7P_xz1A","Asian Fusion",3,140
"Slg7AO078Sc_V_Eey_q_1w","Japanese",3.5,5
"NN3mOWF5e_pnR1ArqM2bHQ","Vietnamese",4,1635
"78rbeXJJLJqvzFjRESd3Dg","Sandwiches",3.5,43
"1ht9x2hqzpjfk6JaR8r7oA","Chinese",3.5,50
"wzIZDphY5SYrNfHM3DA6kg","Japanese",2.5,37
"0GN6l4FAknTFSWZhEan45A","Korean",4,164
"3lVipbz3cKWrslZ2mTdzrQ","Sushi Bars",3.5,39
"NLZsTQQQ_jttCAQkKBmqoQ","Sushi Bars",3.5,163
"NQbh8zKPqILV6WeYSOM_yQ","Barbeque",3.5,142
"VGOSQXDBT1pHhqAB7_B8mA","Japanese",2.5,161
"YUupWsGbZx_bGea9fdmW4w","Japanese",3.5,281
"0Jr8GVdojmGLif1BVN35QQ","Noodles",4,190
"o5ERD8dqk0yEMvWvW6a9cA","Japanese",3.5,4
"E_PHQpuEb0M40N5RtMmEiA","Japanese",3.5,83
"elXpn3tpCENSnXp_sbWmvA","Sushi Bars",4,49
"zzzOOwSYzuTPvsafSCzDPw","Poke",4,29
"GzY2EjCmGNgvRd7IE20fTA","Asian Fusion",3,185
"bfg1MmcnH6DO1dgF_tLxkA","Japanese",3.5,165
"5UxJoqkdYrUEjArx8YITMw","American (New)",4,495
"fVsH6QIJPzXpVbgmeiolsA","Korean",4.5,465
"aMUu0H6jsUDqdmSuAZeZsg","Ramen",3,304
"lm9LY7UYOhVqS3V9_XRePA","Japanese",2.5,130
"IH7POsW_7u8REmanJAWDug","Chicken Wings",4.5,165
"QoEopgcby68Pyv1l52yiBg","Japanese",4,637
"yxafWT37tEk0ivtTgi4Ebg","Tea Rooms",4.5,40
"qU3ejLMndurKQTkM01gutg","Sushi Bars",3.5,472
"_lS5EcBhVur3zQ5wxryGYw","Sushi Bars",3.5,146
"79_I5OTfhsfPCZGgcB4J5A","Sushi Bars",3.5,217
"zRW7Bm4t6dzHQbPKdgdEdQ","Sushi Bars",2.5,26
"DWUGmKmYQgIOFymkF5bKEw","Japanese",3.5,38
"Neiw4AB_s7BpLSxyUrSXBQ","Noodles",3.5,96
"xwa4aG6hmSSA3FSF9KM87A","Sushi Bars",3.5,57
"Uev0cXa6nx1rZP07kmCHow","Sushi Bars",3.5,42
"FJIa0eSaMIcAMba1hVYV3A","Sushi Bars",3.5,51
"Cx8VCw7e918oH0qhDCmjpA","Japanese",3,306
"T9YO1zXHR4bCof5vkJvl1Q","Sushi Bars",4.5,55
"_T_5QJwgPMxfXTeOmpImsA","Asian Fusion",4.5,112
"33_QPyIiKzQmToFZ2sL6tQ","Japanese",3.5,100
"wqYHhMnpdfUVGL5JI3Wi_A","Ramen",3.5,928
"GruO4BzCMQviHdY_2D4QYA","Burgers",4.5,25
"jwO3r6QVi_h9KxUFYetKuQ","Sushi Bars",3.5,183
"D9sVruGgjWFo7ABSBaMSmw","Sushi Bars",4,199
"IBGq73DGjR7rfnFEsTthcA","Sushi Bars",4,62
"CnkdNQw6VsWBY9g8tb2Qag","Tapas Bars",3,23
"NEdlYLKcnFX5KcpHce8ldA","Poke",4.5,3
"jn7q4o79x_Sl27EcqGWvhQ","Sushi Bars",3.5,45
"7j6CGUCw93gEsYqSetCstw","Japanese",4,302
"6xFL5H9cVU2sAmEHZVI0gw","Japanese",3.5,117
"FsuJ7VC5vxX3wcLhFrb97Q","Korean",4.5,380
"aBcQo4Xy_Lcf3JfVcn94XA","Sushi Bars",3.5,995
"3adJXvbiqtOF6mmzeGXwWw","Japanese",3.5,186
"Wu9AymEM_RM2cnRPslVlIw","Japanese",3.5,65
"M6XwmGAtSDG5lhllxyjFdw","Japanese",3,2
"YYOX10noC4d_BpYgDXBL_A","Ramen",3.5,46
"xZ96vaoL_cQjfotmUKtjJQ","Korean",4,838
"EAqXEChadTFNm2flg_Y6IQ","Noodles",4,11
"5mhg1c3GdDtOPLDkWaSD4w","Japanese",3.5,83
"c94UwCKd_S1J_ikT0a6mTA","Ramen",3.5,66
"eHRHRMgh1WyDt79vlJIW0A","Japanese",3.5,92
"VR7vl4qSerSyEMpHc0Bp9w","Japanese Curry",4,215
"xtxcAUvrD4dWHJd0cwvW1A","Korean",4,141
"fxNbIWUppKvkEl09DT0QGg","Ramen",3.5,25
"u2E3z4yUyy4Q9m8NoLcdfA","Japanese",3.5,114
"Wmgy_pxHzYwbvQqJUph0Hw","Sushi Bars",3,211
"us2cegdaGlJRLbSLZsu54w","Sushi Bars",4,92
"O6sP3pvLikfo_aAq5JMPng","Japanese",3.5,43
"v81Sb8YV_Ky2tRF6WAGLnQ","Japanese",3,36
"fL8LOuVbCzop2I9cGVvEUw","Japanese",4,194
"8WnHtvMdPWE66eSkUdbLhQ","Filipino",4.5,499
"_lo33Y5H84CY0_TLuIwlVg","Ramen",3.5,695
"kYURnv37Z5P_sir_QJGHzg","Sushi Bars",3.5,636
"85Ifx7JdvYZFvXmSo7LwVA","Sushi Bars",4,182
"VpInBiE272MaN1Hi0DA_Zw","Asian Fusion",4,164
"_BWRdjHW6CtMGIRLMxEVQQ","Japanese",3.5,162
